init_date,valid_date,lead_hours,region,forecast_precip_mm,forecast_temp_c,observed_precip_mm,regime,forecast_error_mm,month,doy,predicted_regime,corrected_precip_mm,corrected_error_mm,abs_corrected_error,is_bust,regime_confidence,bust_probability
2023-09-01,2023-09-04,72,Maharashtra,3.0729894638061523,23.486840820312523,11.296725273132324,break,-8.223735809326172,9,247,break,6.2858026669319,-5.010922606200424,5.010922606200424,1,0.925,0.7384766135400078
2023-09-02,2023-09-05,72,Maharashtra,2.5182838439941406,22.739648437500023,10.156848907470703,active,-7.638565063476562,9,248,break,5.7310970471198885,-4.425751860350815,4.425751860350815,1,0.61,0.726546932074871
2023-09-03,2023-09-06,72,Maharashtra,4.225597381591797,23.1931091308594,8.736355781555176,active,-4.510758399963379,9,249,active,15.19549766698709,6.459141885431913,6.459141885431913,1,0.905,0.8135919581263583
2023-09-04,2023-09-07,72,Maharashtra,4.707458972930908,23.3503356933594,14.332871437072754,active,-9.625412464141846,9,250,active,15.6773592583262,1.3444878212534466,1.3444878212534466,1,0.83,0.8433305040560621
2023-09-05,2023-09-08,72,Maharashtra,3.072115421295166,23.287927246093773,16.4732723236084,active,-13.401156902313232,9,251,active,14.042015706690458,-2.43125661691794,2.43125661691794,1,0.825,0.7547854886020394
2023-09-06,2023-09-09,72,Maharashtra,1.317453384399414,23.059716796875023,5.803734302520752,active,-4.486280918121338,9,252,active,12.287353669794706,6.483619367273954,6.483619367273954,1,0.89,0.6216604992034156
2023-09-07,2023-09-10,72,Maharashtra,0.8268502354621887,23.264947509765648,4.745981693267822,active,-3.9191314578056335,9,253,active,11.79675052085748,7.050768827589657,7.050768827589657,0,0.83,0.5890099708868745
2023-09-08,2023-09-11,72,Maharashtra,1.1809440851211548,22.8622985839844,2.357877492904663,active,-1.1769334077835083,9,254,active,12.150844370516449,9.792966877611786,9.792966877611786,1,0.77,0.6269223333740195
2023-09-09,2023-09-12,72,Maharashtra,1.0552884340286257,23.056085205078148,2.210803747177124,break,-1.1555153131484983,9,255,break,4.268101637154373,2.0572978899772494,2.0572978899772494,1,0.68,0.6275474008873968
2023-09-10,2023-09-13,72,Maharashtra,0.7787004709243774,22.900231933593773,4.986971855163574,break,-4.208271384239197,9,256,active,11.74860075631967,6.7616289011560955,6.7616289011560955,1,0.67,0.6084202173730476
2023-09-11,2023-09-14,72,Maharashtra,1.9029719829559328,22.907586669921898,9.590147018432615,break,-7.687175035476683,9,257,active,12.872872268351223,3.2827252499186077,3.2827252499186077,1,0.595,0.705869451029647
2023-09-12,2023-09-15,72,Maharashtra,1.1813082695007324,22.671685791015648,16.538307189941406,break,-15.356998920440674,9,258,break,4.39412147262648,-12.144185717314926,12.144185717314926,1,0.675,0.6465199507510798
2023-09-13,2023-09-16,72,Maharashtra,3.4718823432922363,22.567407226562523,13.949082374572754,active,-10.477200031280518,9,259,active,14.441782628687529,0.4927002541147747,0.4927002541147747,1,0.56,0.8119102588032264
2023-09-14,2023-09-17,72,Maharashtra,1.33500874042511,22.018640136718773,3.0475807189941406,active,-1.7125719785690303,9,260,active,12.304909025820402,9.257328306826262,9.257328306826262,1,0.835,0.6502055007687373
2023-09-15,2023-09-18,72,Maharashtra,0.7526952028274536,22.302117919921898,0.9067911505699158,active,-0.1540959477424621,9,261,active,11.722595488222746,10.81580433765283,10.81580433765283,1,0.86,0.6030825995036321
2023-09-16,2023-09-19,72,Maharashtra,0.4983246028423309,23.07857666015628,0.9034242630004884,break,-0.4050996601581575,9,262,break,3.7111378059680784,2.80771354296759,2.80771354296759,0,0.87,0.5835506929730236
2023-09-17,2023-09-20,72,Maharashtra,0.4793123602867126,23.479913330078148,6.760038375854492,break,-6.28072601556778,9,263,break,3.69212556341246,-3.067912812442032,3.067912812442032,0,0.945,0.5778117613109993
2023-09-18,2023-09-21,72,Maharashtra,2.803467273712158,23.360498046875023,19.320316314697266,break,-16.516849040985107,9,264,break,6.016280476837906,-13.30403583785936,13.30403583785936,1,0.765,0.7701764553500097
2023-09-19,2023-09-22,72,Maharashtra,4.62725830078125,23.234033203125023,12.22842788696289,break,-7.601169586181641,9,265,active,15.597158586176542,3.3687306992136516,3.3687306992136516,1,0.74,0.8664352388590914
2023-09-20,2023-09-23,72,Maharashtra,0.9696969985961914,22.797723388671898,14.885294914245604,active,-13.915597915649412,9,266,active,11.939597283991484,-2.94569763025412,2.94569763025412,1,0.95,0.6270644520391139
2023-09-21,2023-09-24,72,Maharashtra,1.0257139205932615,22.579248046875023,9.552360534667969,active,-8.526646614074707,9,267,active,11.995614205988554,2.4432536713205852,2.4432536713205852,1,0.9,0.6388871634730868
2023-09-22,2023-09-25,72,Maharashtra,0.8326048851013184,22.799584960937523,6.588942050933838,active,-5.75633716583252,9,268,active,11.80250517049661,5.213563119562773,5.213563119562773,1,0.965,0.6200681736567502
2023-09-23,2023-09-26,72,Maharashtra,0.956512212753296,22.7404724121094,11.853008270263672,active,-10.896496057510376,9,269,active,11.926412498148588,0.0734042278849163,0.0734042278849163,1,0.955,0.6339255161880865
2023-09-24,2023-09-27,72,Maharashtra,1.2469406127929688,23.270867919921898,4.674537658691406,active,-3.427597045898437,9,270,active,12.21684089818826,7.542303239496853,7.542303239496853,1,0.83,0.6706241560661501
2023-09-25,2023-09-28,72,Maharashtra,1.6345425844192505,23.657617187500023,7.275720596313477,break,-5.641178011894226,9,271,break,4.847355787544998,-2.428364808768478,2.428364808768478,1,0.71,0.711983280007377
2023-09-26,2023-09-29,72,Maharashtra,1.7009761333465576,23.666528320312523,10.696734428405762,active,-8.995758295059204,9,272,active,12.67087641874185,1.9741419903360882,1.9741419903360882,1,0.675,0.721878073391773
2023-09-27,2023-09-30,72,Maharashtra,1.719041347503662,23.667108154296898,8.521261215209961,active,-6.802219867706299,9,273,active,12.688941632898954,4.167680417688993,4.167680417688993,1,0.675,0.7255425802080199
